"","ohi_rgn","species","prop","rgn_typ","rgn_nam","stockid","tsn","commonname","areaid","stocklong.x","region","inmyersdb","myersstockid","OHI_name","FAO","check","assessid","stocklong.y","tsid","tsyear","tsvalue"
"13112",163,"Centropristis striata",0.80672268907563,"eez","United States","BSBASSSATL",167687,"Black Sea Bass","USA-NMFS-SATL","Black sea bass South Atlantic","US Southeast/Gulf",0,NA,"United States",31,"","SEFSC-BSBASSSATL-1950-2010-HIVELY","Black sea bass South Atlantic","BdivBmsytouse-dimensionless",1999,0.542
"13113",163,"Centropristis striata",0.80672268907563,"eez","United States","BSBASSSATL",167687,"Black Sea Bass","USA-NMFS-SATL","Black sea bass South Atlantic","US Southeast/Gulf",0,NA,"United States",31,"","SEFSC-BSBASSSATL-1950-2010-HIVELY","Black sea bass South Atlantic","BdivBmsytouse-dimensionless",2000,0.555
"13114",163,"Centropristis striata",0.80672268907563,"eez","United States","BSBASSSATL",167687,"Black Sea Bass","USA-NMFS-SATL","Black sea bass South Atlantic","US Southeast/Gulf",0,NA,"United States",31,"","SEFSC-BSBASSSATL-1950-2010-HIVELY","Black sea bass South Atlantic","BdivBmsytouse-dimensionless",2001,0.645
"13115",163,"Centropristis striata",0.80672268907563,"eez","United States","BSBASSSATL",167687,"Black Sea Bass","USA-NMFS-SATL","Black sea bass South Atlantic","US Southeast/Gulf",0,NA,"United States",31,"","SEFSC-BSBASSSATL-1950-2010-HIVELY","Black sea bass South Atlantic","BdivBmsytouse-dimensionless",2002,0.654
"13116",163,"Centropristis striata",0.80672268907563,"eez","United States","BSBASSSATL",167687,"Black Sea Bass","USA-NMFS-SATL","Black sea bass South Atlantic","US Southeast/Gulf",0,NA,"United States",31,"","SEFSC-BSBASSSATL-1950-2010-HIVELY","Black sea bass South Atlantic","BdivBmsytouse-dimensionless",2003,0.704
"13117",163,"Centropristis striata",0.80672268907563,"eez","United States","BSBASSSATL",167687,"Black Sea Bass","USA-NMFS-SATL","Black sea bass South Atlantic","US Southeast/Gulf",0,NA,"United States",31,"","SEFSC-BSBASSSATL-1950-2010-HIVELY","Black sea bass South Atlantic","BdivBmsytouse-dimensionless",2004,0.695
"13118",163,"Centropristis striata",0.80672268907563,"eez","United States","BSBASSSATL",167687,"Black Sea Bass","USA-NMFS-SATL","Black sea bass South Atlantic","US Southeast/Gulf",0,NA,"United States",31,"","SEFSC-BSBASSSATL-1950-2010-HIVELY","Black sea bass South Atlantic","BdivBmsytouse-dimensionless",2005,0.605
"13119",163,"Centropristis striata",0.80672268907563,"eez","United States","BSBASSSATL",167687,"Black Sea Bass","USA-NMFS-SATL","Black sea bass South Atlantic","US Southeast/Gulf",0,NA,"United States",31,"","SEFSC-BSBASSSATL-1950-2010-HIVELY","Black sea bass South Atlantic","BdivBmsytouse-dimensionless",2006,0.604
"13120",163,"Centropristis striata",0.80672268907563,"eez","United States","BSBASSSATL",167687,"Black Sea Bass","USA-NMFS-SATL","Black sea bass South Atlantic","US Southeast/Gulf",0,NA,"United States",31,"","SEFSC-BSBASSSATL-1950-2010-HIVELY","Black sea bass South Atlantic","BdivBmsytouse-dimensionless",2007,0.608
"13121",163,"Centropristis striata",0.80672268907563,"eez","United States","BSBASSSATL",167687,"Black Sea Bass","USA-NMFS-SATL","Black sea bass South Atlantic","US Southeast/Gulf",0,NA,"United States",31,"","SEFSC-BSBASSSATL-1950-2010-HIVELY","Black sea bass South Atlantic","BdivBmsytouse-dimensionless",2008,0.629
"13122",163,"Centropristis striata",0.80672268907563,"eez","United States","BSBASSSATL",167687,"Black Sea Bass","USA-NMFS-SATL","Black sea bass South Atlantic","US Southeast/Gulf",0,NA,"United States",31,"","SEFSC-BSBASSSATL-1950-2010-HIVELY","Black sea bass South Atlantic","BdivBmsytouse-dimensionless",2009,0.668
"13123",163,"Centropristis striata",0.80672268907563,"eez","United States","BSBASSSATL",167687,"Black Sea Bass","USA-NMFS-SATL","Black sea bass South Atlantic","US Southeast/Gulf",0,NA,"United States",31,"","SEFSC-BSBASSSATL-1950-2010-HIVELY","Black sea bass South Atlantic","BdivBmsytouse-dimensionless",2010,0.703
"13124",218,"Centropristis striata",0.148459383753501,"eez","Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13125",261,"Centropristis striata",0.0252100840336134,"fao","Atlantic, Northwest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13126",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1958,1.15
"13127",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1959,1.15
"13128",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1960,1.15
"13129",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1961,1.15
"13130",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1962,1.15
"13131",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1963,1.15
"13132",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1964,1.15
"13133",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1965,1.15
"13134",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1966,1.15
"13135",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1967,1.15
"13136",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1968,1.15
"13137",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1969,1.15
"13138",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1970,1.15
"13139",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1971,1.15
"13140",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1972,1.15
"13141",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1973,1.15
"13142",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1974,1.15
"13143",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1975,1.15
"13144",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1976,1.15
"13145",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1977,1.15
"13146",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1978,1.15
"13147",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1979,1.15
"13148",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1980,1.16
"13149",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1981,1.17
"13150",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1982,1.18
"13151",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1983,1.19
"13152",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1984,1.21
"13153",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1985,1.23
"13154",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1986,1.25
"13155",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1987,1.28
"13156",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1988,1.3
"13157",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1989,1.32
"13158",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1990,1.33
"13159",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1991,1.34
"13160",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1992,1.34
"13161",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1993,1.34
"13162",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1994,1.34
"13163",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1995,1.33
"13164",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1996,1.31
"13165",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1997,1.29
"13166",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1998,1.26
"13167",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1999,1.23
"13168",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",2000,1.2
"13169",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",2001,1.16
"13170",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",2002,1.14
"13171",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",2003,1.1
"13172",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",2004,1.06
"13173",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",2005,1.02
"13174",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",2006,0.983
"13175",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",57,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",2007,0.946
"13176",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1958,1.15
"13177",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1959,1.15
"13178",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1960,1.15
"13179",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1961,1.15
"13180",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1962,1.15
"13181",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1963,1.15
"13182",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1964,1.15
"13183",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1965,1.15
"13184",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1966,1.15
"13185",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1967,1.15
"13186",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1968,1.15
"13187",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1969,1.15
"13188",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1970,1.15
"13189",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1971,1.15
"13190",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1972,1.15
"13191",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1973,1.15
"13192",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1974,1.15
"13193",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1975,1.15
"13194",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1976,1.15
"13195",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1977,1.15
"13196",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1978,1.15
"13197",16,"Centroberyx gerrardi",0.992424242424242,"eez","Australia","BIGHTREDSE",622143,"Bight redfish","Australia-AFMA-SE","Bight redfish Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-BIGHTREDSE-1958-2007-FULTON","Bight redfish Southeast Australia","BdivBmsytouse-dimensionless",1979,1.15
